atis_id;airport_icao;visibility;wind_speed;wind_gust;wind_direction;rvr;runway_designator_number;runway_designator_side;runway_ils_category;headwind;crosswind;ceiling;weather_phenomenon;ILS;RNAV;RNP;VISUAL
61;KLAX;7.0;8;0;240;>6000;24;R;No Category;8.0;0.0;99999;;1;1;1;1
61;KLAX;7.0;8;0;240;>6000;25;L;No Category;7.9;-1.4;99999;;1;1;1;1
62;KATL;10.0;11;0;300;>6000;26;R;No ILS;8.4;7.1;99999;;0;0;0;1
62;KATL;10.0;11;0;300;>6000;27;L;No ILS;9.5;5.5;99999;;0;0;0;1
62;KATL;10.0;11;0;300;>6000;28;;No ILS;10.3;3.8;99999;;0;0;0;1
63;KORD;10.0;9;15;280;FFF;27;R;No Category;8.9;1.6;99999;;1;0;0;1
63;KORD;10.0;9;15;280;>6000;27;C;No Category;8.9;1.6;99999;;1;0;0;1
63;KORD;10.0;9;15;280;>6000;27;R;No Category;8.9;1.6;99999;;1;0;0;1
63;KORD;10.0;9;15;280;>6000;28;C;No Category;9.0;0.0;99999;;1;0;0;1
65;KJFK;10.0;5;0;230;>6000;22;L;No Category;4.9;0.9;14000;;1;0;0;0
65;KJFK;10.0;5;0;230;>6000;22;R;No Category;4.9;0.9;14000;;1;0;0;0
67;KLAX;8.0;11;0;250;>6000;24;R;No Category;10.8;1.9;99999;;1;1;1;1
67;KLAX;8.0;11;0;250;>6000;25;L;No Category;11.0;0.0;99999;;1;1;1;1
69;KATL;10.0;14;19;270;>6000;26;R;No ILS;13.8;2.4;99999;;0;0;0;1
69;KATL;10.0;14;19;270;>6000;27;L;No ILS;14.0;0.0;99999;;0;0;0;1
69;KATL;10.0;14;19;270;>6000;28;;No ILS;13.8;-2.4;99999;;0;0;0;1
70;KORD;10.0;10;0;280;FFF;27;R;No Category;9.8;1.7;99999;;1;0;0;1
70;KORD;10.0;10;0;280;>6000;27;C;No Category;9.8;1.7;99999;;1;0;0;1
70;KORD;10.0;10;0;280;>6000;27;R;No Category;9.8;1.7;99999;;1;0;0;1
70;KORD;10.0;10;0;280;>6000;28;C;No Category;10.0;0.0;99999;;1;0;0;1
71;KJFK;10.0;5;0;150;>6000;22;L;No Category;1.7;-4.7;11000;;1;0;0;0
71;KJFK;10.0;5;0;150;>6000;22;R;No Category;1.7;-4.7;11000;;1;0;0;0
73;KORD;10.0;8;0;250;FFF;27;R;No Category;7.5;-2.7;99999;;1;0;0;1
73;KORD;10.0;8;0;250;>6000;27;C;No Category;7.5;-2.7;99999;;1;0;0;1
73;KORD;10.0;8;0;250;>6000;27;R;No Category;7.5;-2.7;99999;;1;0;0;1
73;KORD;10.0;8;0;250;>6000;28;C;No Category;6.9;-4.0;99999;;1;0;0;1
74;KATL;10.0;12;21;320;>6000;26;R;No ILS;6.0;10.4;99999;;0;0;0;1
74;KATL;10.0;12;21;320;>6000;27;L;No ILS;7.7;9.2;99999;;0;0;0;1
74;KATL;10.0;12;21;320;>6000;28;;No ILS;9.2;7.7;99999;;0;0;0;1
75;KLAX;9.0;9;0;250;>6000;24;L;No Category;8.9;1.6;99999;;1;1;1;1
75;KLAX;9.0;9;0;250;>6000;25;L;No Category;9.0;0.0;99999;;1;1;1;1
75;KLAX;9.0;9;0;250;>6000;25;R;No Category;9.0;0.0;99999;;1;1;1;1
78;KJFK;10.0;3;0;130;>6000;22;L;No Category;-0.0;-3.0;10000;;1;0;0;0
78;KJFK;10.0;3;0;130;>6000;22;R;No Category;-0.0;-3.0;10000;;1;0;0;0
80;KLAX;10.0;9;0;240;>6000;24;L;No Category;9.0;0.0;99999;;1;1;1;1
80;KLAX;10.0;9;0;240;>6000;24;R;No Category;9.0;0.0;99999;;1;1;1;1
80;KLAX;10.0;9;0;240;>6000;25;L;No Category;8.9;-1.6;99999;;1;1;1;1
80;KLAX;10.0;9;0;240;>6000;25;R;No Category;8.9;-1.6;99999;;1;1;1;1
81;KATL;10.0;13;0;320;>6000;26;R;No ILS;6.5;11.3;99999;;0;0;0;1
81;KATL;10.0;13;0;320;>6000;27;L;No ILS;8.4;10.0;99999;;0;0;0;1
81;KATL;10.0;13;0;320;>6000;28;;No ILS;10.0;8.4;99999;;0;0;0;1
82;KORD;10.0;4;0;280;FFF;27;R;No Category;3.9;0.7;99999;;1;0;0;1
82;KORD;10.0;4;0;280;>6000;27;C;No Category;3.9;0.7;99999;;1;0;0;1
82;KORD;10.0;4;0;280;>6000;27;R;No Category;3.9;0.7;99999;;1;0;0;1
82;KORD;10.0;4;0;280;>6000;28;C;No Category;4.0;0.0;99999;;1;0;0;1
83;KLAX;10.0;7;0;240;>6000;24;L;No Category;7.0;0.0;99999;;1;1;1;1
83;KLAX;10.0;7;0;240;>6000;24;R;No Category;7.0;0.0;99999;;1;1;1;1
83;KLAX;10.0;7;0;240;>6000;25;L;No Category;6.9;-1.2;99999;;1;1;1;1
83;KLAX;10.0;7;0;240;>6000;25;R;No Category;6.9;-1.2;99999;;1;1;1;1
84;KJFK;10.0;3;0;210;>6000;22;L;No Category;3.0;-0.5;8000;;1;0;0;0
84;KJFK;10.0;3;0;210;>6000;22;R;No Category;3.0;-0.5;8000;;1;0;0;0
85;KATL;10.0;6;0;280;>6000;26;R;No ILS;5.6;2.1;99999;;0;0;0;1
85;KATL;10.0;6;0;280;>6000;27;L;No ILS;5.9;1.0;99999;;0;0;0;1
85;KATL;10.0;6;0;280;>6000;28;;No ILS;6.0;0.0;99999;;0;0;0;1
86;KORD;10.0;5;0;270;FFF;27;R;No Category;5.0;0.0;99999;;1;0;0;1
86;KORD;10.0;5;0;270;>6000;27;C;No Category;5.0;0.0;99999;;1;0;0;1
86;KORD;10.0;5;0;270;>6000;27;R;No Category;5.0;0.0;99999;;1;0;0;1
86;KORD;10.0;5;0;270;>6000;28;C;No Category;4.9;-0.9;99999;;1;0;0;1
89;KJFK;10.0;11;0;320;>6000;22;L;No Category;-1.9;10.8;99999;;1;0;0;0
89;KJFK;10.0;11;0;320;>6000;22;R;No Category;-1.9;10.8;99999;;1;0;0;0
90;KATL;10.0;5;0;270;>6000;26;R;No ILS;4.9;0.9;99999;;0;0;0;1
90;KATL;10.0;5;0;270;>6000;27;L;No ILS;5.0;0.0;99999;;0;0;0;1
90;KATL;10.0;5;0;270;>6000;28;;No ILS;4.9;-0.9;99999;;0;0;0;1
92;KLAX;10.0;5;0;240;>6000;24;L;No Category;5.0;0.0;99999;;1;1;1;1
92;KLAX;10.0;5;0;240;>6000;24;R;No Category;5.0;0.0;99999;;1;1;1;1
92;KLAX;10.0;5;0;240;>6000;25;L;No Category;4.9;-0.9;99999;;1;1;1;1
92;KLAX;10.0;5;0;240;>6000;25;R;No Category;4.9;-0.9;99999;;1;1;1;1
94;KORD;10.0;0;0;0;>6000;10;C;No Category;-0.0;-0.0;99999;;1;0;0;1
96;KLAX;10.0;3;0;240;>6000;24;L;No Category;3.0;0.0;99999;;1;1;1;1
96;KLAX;10.0;3;0;240;>6000;24;R;No Category;3.0;0.0;99999;;1;1;1;1
96;KLAX;10.0;3;0;240;>6000;25;L;No Category;3.0;-0.5;99999;;1;1;1;1
96;KLAX;10.0;3;0;240;>6000;25;R;No Category;3.0;-0.5;99999;;1;1;1;1
97;KATL;10.0;4;0;280;>6000;26;R;No ILS;3.8;1.4;99999;;0;0;0;1
97;KATL;10.0;4;0;280;>6000;27;L;No ILS;3.9;0.7;99999;;0;0;0;1
97;KATL;10.0;4;0;280;>6000;28;;No ILS;4.0;0.0;99999;;0;0;0;1
98;KJFK;10.0;7;0;320;>6000;31;L;No Category;6.9;1.2;99999;;1;0;0;1
98;KJFK;10.0;7;0;320;>6000;31;R;No Category;6.9;1.2;99999;;1;0;0;1
100;KORD;10.0;3;0;230;>6000;10;C;No Category;-1.9;2.3;99999;;1;0;0;1
101;KATL;10.0;5;0;290;>6000;26;R;No ILS;4.3;2.5;99999;;0;0;0;1
101;KATL;10.0;5;0;290;>6000;27;L;No ILS;4.7;1.7;99999;;0;0;0;1
101;KATL;10.0;5;0;290;>6000;28;;No ILS;4.9;0.9;99999;;0;0;0;1
102;KJFK;10.0;7;0;280;>6000;31;L;No Category;6.1;-3.5;99999;;1;0;0;1
102;KJFK;10.0;7;0;280;>6000;31;R;No Category;6.1;-3.5;99999;;1;0;0;1
103;KLAX;10.0;3;0;150;>6000;24;L;No Category;-0.0;-3.0;99999;;1;1;1;1
103;KLAX;10.0;3;0;150;>6000;24;R;No Category;-0.0;-3.0;99999;;1;1;1;1
103;KLAX;10.0;3;0;150;>6000;25;L;No Category;-0.5;-3.0;99999;;1;1;1;1
103;KLAX;10.0;3;0;150;>6000;25;R;No Category;-0.5;-3.0;99999;;1;1;1;1
107;KATL;10.0;3;0;270;>6000;26;R;No ILS;3.0;0.5;99999;;0;0;0;1
107;KATL;10.0;3;0;270;>6000;27;L;No ILS;3.0;0.0;99999;;0;0;0;1
107;KATL;10.0;3;0;270;>6000;28;;No ILS;3.0;-0.5;99999;;0;0;0;1
111;KLAX;10.0;4;0;100;>6000;24;L;No Category;-3.1;-2.6;99999;;1;1;1;1
111;KLAX;10.0;4;0;100;>6000;24;R;No Category;-3.1;-2.6;99999;;1;1;1;1
111;KLAX;10.0;4;0;100;>6000;25;L;No Category;-3.5;-2.0;99999;;1;1;1;1
111;KLAX;10.0;4;0;100;>6000;25;R;No Category;-3.5;-2.0;99999;;1;1;1;1
112;KJFK;10.0;6;0;260;>6000;31;L;No Category;3.9;-4.6;99999;;1;0;0;1
112;KJFK;10.0;6;0;260;>6000;31;R;No Category;3.9;-4.6;99999;;1;0;0;1
113;KLAX;10.0;0;0;0;>6000;24;L;No Category;-0.0;0.0;99999;;1;1;1;1
113;KLAX;10.0;0;0;0;>6000;24;R;No Category;-0.0;0.0;99999;;1;1;1;1
113;KLAX;10.0;0;0;0;>6000;25;L;No Category;-0.0;0.0;99999;;1;1;1;1
113;KLAX;10.0;0;0;0;>6000;25;R;No Category;-0.0;0.0;99999;;1;1;1;1
114;KATL;10.0;4;0;280;>6000;26;R;No ILS;3.8;1.4;99999;;0;0;0;1
118;KJFK;10.0;7;0;290;>6000;31;L;No Category;6.6;-2.4;99999;;1;0;0;1
118;KJFK;10.0;7;0;290;>6000;31;R;No Category;6.6;-2.4;99999;;1;0;0;1
120;KATL;10.0;3;0;250;>6000;26;R;No ILS;3.0;-0.5;99999;;0;0;0;1
123;KJFK;10.0;12;0;310;>6000;31;L;No Category;12.0;0.0;99999;;1;0;0;1
123;KJFK;10.0;12;0;310;>6000;31;R;No Category;12.0;0.0;99999;;1;0;0;1
124;KLAX;10.0;0;0;0;>6000;24;L;No Category;-0.0;0.0;99999;;1;1;1;1
124;KLAX;10.0;0;0;0;>6000;24;R;No Category;-0.0;0.0;99999;;1;1;1;1
124;KLAX;10.0;0;0;0;>6000;25;L;No Category;-0.0;0.0;99999;;1;1;1;1
124;KLAX;10.0;0;0;0;>6000;25;R;No Category;-0.0;0.0;99999;;1;1;1;1
126;KJFK;10.0;10;0;290;>6000;31;L;No Category;9.4;-3.4;99999;;1;0;0;1
126;KJFK;10.0;10;0;290;>6000;31;R;No Category;9.4;-3.4;99999;;1;0;0;1
127;KLAX;10.0;5;0;130;>6000;24;L;No Category;-1.7;-4.7;99999;;1;1;1;1
127;KLAX;10.0;5;0;130;>6000;24;R;No Category;-1.7;-4.7;99999;;1;1;1;1
127;KLAX;10.0;5;0;130;>6000;25;L;No Category;-2.5;-4.3;99999;;1;1;1;1
127;KLAX;10.0;5;0;130;>6000;25;R;No Category;-2.5;-4.3;99999;;1;1;1;1
128;KATL;10.0;3;0;260;>6000;26;R;No ILS;3.0;0.0;99999;;0;0;0;1
131;KLAX;0.0625;7;0;100;1800Â;24;L;No Category;-5.4;-4.5;100;;1;1;1;1
131;KLAX;0.0625;7;0;100;1800Â;24;R;No Category;-5.4;-4.5;100;;1;1;1;1
131;KLAX;0.0625;7;0;100;1000Â;25;L;No Category;-6.1;-3.5;100;;1;1;1;1
131;KLAX;0.0625;7;0;100;1000Â;25;R;No Category;-6.1;-3.5;100;;1;1;1;1
133;KJFK;10.0;7;0;300;>6000;31;L;No Category;6.9;-1.2;99999;;1;0;0;1
133;KJFK;10.0;7;0;300;>6000;31;R;No Category;6.9;-1.2;99999;;1;0;0;1
136;KATL;10.0;6;0;310;>6000;26;R;No ILS;3.9;4.6;99999;;0;0;0;1
138;KATL;10.0;6;0;310;>6000;26;R;No ILS;3.9;4.6;99999;;0;0;0;1
139;KLAX;0.0625;5;0;80;1600Â;25;L;No Category;-4.9;-0.9;100;;1;1;1;1
139;KLAX;0.0625;5;0;80;1600Â;25;R;No Category;-4.9;-0.9;100;;1;1;1;1
142;KJFK;10.0;8;0;280;>6000;31;L;No Category;6.9;-4.0;99999;;1;0;0;1
142;KJFK;10.0;8;0;280;>6000;31;R;No Category;6.9;-4.0;99999;;1;0;0;1
143;KATL;10.0;6;0;300;>6000;26;R;No ILS;4.6;3.9;99999;;0;0;0;1
145;KLAX;0.0625;3;0;60;1000Â;25;L;No Category;-3.0;0.5;100;;1;1;1;1
145;KLAX;0.0625;3;0;60;1000Â;25;R;No Category;-3.0;0.5;100;;1;1;1;1
147;KJFK;10.0;10;17;320;>6000;31;L;No Category;9.8;1.7;99999;;1;0;0;1
147;KJFK;10.0;10;17;320;>6000;31;R;No Category;9.8;1.7;99999;;1;0;0;1
150;KATL;10.0;8;0;310;>6000;26;R;No ILS;5.1;6.1;99999;;0;0;0;1
150;KATL;10.0;8;0;310;>6000;27;L;No ILS;6.1;5.1;99999;;0;0;0;1
152;KLAX;0.0625;6;0;80;1400â–¼;25;L;No Category;-5.9;-1.0;100;;1;1;1;1
152;KLAX;0.0625;6;0;80;1400â–¼;25;R;No Category;-5.9;-1.0;100;;1;1;1;1
153;KJFK;10.0;10;0;320;>6000;31;L;No Category;9.8;1.7;99999;;1;0;0;1
153;KJFK;10.0;10;0;320;>6000;31;R;No Category;9.8;1.7;99999;;1;0;0;1
157;KLAX;0.0625;5;0;100;1200Â;25;L;No Category;-4.3;-2.5;100;;1;1;1;1
