atis_id;airport_icao;visibility;wind_speed;wind_gust;wind_direction;rvr;rvr_tendency;runway_designator_number;runway_designator_side;runway_ils_category;headwind;crosswind;ceiling;weather_phenomenon;ILS;RNAV;RNP;VISUAL
25;KORD;10.0;8;0;300;6000.0;>;27;C;CAT III;6.9;4.0;-1.0;None;1;0;0;0
25;KORD;10.0;8;0;300;6000.0;>;27;R;CAT III;6.9;4.0;-1.0;None;1;0;0;0
25;KORD;10.0;8;0;300;6000.0;>;28;C;CAT III;7.5;2.7;-1.0;None;1;0;0;0
26;KATL;8.0;4;0;280;6000.0;>;26;R;No ILS;3.8;1.4;-1.0;None;0;0;0;1
26;KATL;8.0;4;0;280;6000.0;>;27;L;No ILS;3.9;0.7;-1.0;None;0;0;0;1
26;KATL;8.0;4;0;280;6000.0;>;28;X;No ILS;4.0;0.0;-1.0;None;0;0;0;1
27;KJFK;10.0;8;0;220;6000.0;>;22;L;CAT III;8.0;0.0;25000.0;None;1;0;0;0
27;KJFK;10.0;8;0;220;6000.0;>;22;R;CAT III;8.0;0.0;25000.0;None;1;0;0;0
28;KIAD;10.0;5;0;190;6000.0;>;19;L;CAT III;5.0;0.0;9000.0;None;1;0;0;1
29;KJFK;10.0;6;0;210;6000.0;>;22;L;CAT III;5.9;1.0;25000.0;None;1;0;0;0
29;KJFK;10.0;6;0;210;6000.0;>;22;R;CAT III;5.9;1.0;25000.0;None;1;0;0;0
30;KIAD;10.0;4;0;150;6000.0;>;19;L;CAT III;3.1;2.6;25000.0;None;1;0;0;1
30;KIAD;10.0;4;0;150;6000.0;>;19;R;CAT III;3.1;2.6;25000.0;None;1;0;0;1
31;KSFO;0.25;3;0;350;1200.0;;28;R;CAT III;1.0;2.8;200.0;FG;1;0;0;0
33;KATL;10.0;9;0;310;6000.0;>;26;R;No ILS;5.8;6.9;-1.0;None;0;0;0;1
33;KATL;10.0;9;0;310;6000.0;>;27;L;No ILS;6.9;5.8;-1.0;None;0;0;0;1
33;KATL;10.0;9;0;310;6000.0;>;28;X;No ILS;7.8;4.5;-1.0;None;0;0;0;1
34;KORD;10.0;9;0;320;6000.0;>;27;C;CAT III;5.8;6.9;-1.0;None;1;0;0;0
34;KORD;10.0;9;0;320;6000.0;>;27;R;CAT III;5.8;6.9;-1.0;None;1;0;0;0
34;KORD;10.0;9;0;320;6000.0;>;28;C;CAT III;6.9;5.8;-1.0;None;1;0;0;0
35;KSFO;1.0;4;0;290;3500.0;;28;R;CAT III;3.9;0.7;200.0;FG;1;0;0;0
36;KATL;10.0;12;0;300;6000.0;>;26;L;No ILS;9.2;7.7;-1.0;None;0;0;0;1
36;KATL;10.0;12;0;300;6000.0;>;27;L;No ILS;10.4;6.0;-1.0;None;0;0;0;1
36;KATL;10.0;12;0;300;6000.0;>;28;X;No ILS;11.3;4.1;-1.0;None;0;0;0;1
37;KORD;10.0;6;0;300;6000.0;>;28;C;CAT III;5.6;2.1;-1.0;None;1;0;0;1
37;KORD;10.0;6;0;300;6000.0;>;27;C;CAT III;5.2;3.0;-1.0;None;1;0;0;1
37;KORD;10.0;6;0;300;6000.0;>;27;R;CAT III;5.2;3.0;-1.0;None;1;0;0;1
39;KIAD;10.0;6;0;190;6000.0;>;19;L;CAT III;6.0;0.0;12000.0;None;1;0;0;1
39;KIAD;10.0;6;0;190;6000.0;>;19;C;CAT III;6.0;0.0;12000.0;None;1;0;0;1
39;KIAD;10.0;6;0;190;6000.0;>;19;R;CAT III;6.0;0.0;12000.0;None;1;0;0;1
40;KJFK;10.0;5;0;190;6000.0;>;22;L;CAT III;4.3;2.5;23000.0;None;1;0;0;0
40;KJFK;10.0;5;0;190;6000.0;>;22;R;CAT III;4.3;2.5;23000.0;None;1;0;0;0
42;KIAD;10.0;6;0;200;6000.0;>;19;L;CAT III;5.9;1.0;12000.0;None;1;0;0;1
42;KIAD;10.0;6;0;200;6000.0;>;19;C;CAT III;5.9;1.0;12000.0;None;1;0;0;1
42;KIAD;10.0;6;0;200;6000.0;>;19;R;CAT III;5.9;1.0;12000.0;None;1;0;0;1
43;KSFO;2.0;0;0;0;6000.0;>;28;R;CAT III;0.0;0.0;-1.0;None;1;0;0;0
43;KSFO;2.0;0;0;0;6000.0;>;28;L;CAT III;0.0;0.0;-1.0;None;1;0;0;0
44;KORD;10.0;10;0;310;6000.0;>;28;C;CAT III;8.7;5.0;-1.0;None;1;0;0;1
44;KORD;10.0;10;0;310;6000.0;>;27;C;CAT III;7.7;6.4;-1.0;None;1;0;0;1
44;KORD;10.0;10;0;310;6000.0;>;27;R;CAT III;7.7;6.4;-1.0;None;1;0;0;1
45;KATL;10.0;16;23;330;6000.0;>;26;L;No ILS;5.5;15.0;-1.0;None;0;0;0;1
45;KATL;10.0;16;23;330;6000.0;>;27;L;No ILS;8.0;13.9;-1.0;None;0;0;0;1
45;KATL;10.0;16;23;330;6000.0;>;28;X;No ILS;10.3;12.3;-1.0;None;0;0;0;1
46;KJFK;10.0;5;0;190;6000.0;>;22;L;CAT III;4.3;2.5;22000.0;None;1;0;0;0
46;KJFK;10.0;5;0;190;6000.0;>;22;R;CAT III;4.3;2.5;22000.0;None;1;0;0;0
47;KSFO;5.0;3;0;20;6000.0;>;28;R;CAT III;-0.5;3.0;-1.0;BR;1;0;0;0
47;KSFO;5.0;3;0;20;6000.0;>;28;L;CAT III;-0.5;3.0;-1.0;BR;1;0;0;0
49;KATL;10.0;12;0;300;6000.0;>;26;R;No ILS;9.2;7.7;-1.0;None;0;0;0;1
49;KATL;10.0;12;0;300;6000.0;>;27;L;No ILS;10.4;6.0;-1.0;None;0;0;0;1
49;KATL;10.0;12;0;300;6000.0;>;28;X;No ILS;11.3;4.1;-1.0;None;0;0;0;1
50;KORD;10.0;7;0;330;6000.0;>;28;C;CAT III;4.5;5.4;-1.0;None;1;0;0;1
50;KORD;10.0;7;0;330;6000.0;>;27;C;CAT III;3.5;6.1;-1.0;None;1;0;0;1
50;KORD;10.0;7;0;330;6000.0;>;27;R;CAT III;3.5;6.1;-1.0;None;1;0;0;1
51;KIAD;10.0;5;0;230;6000.0;>;19;L;CAT III;3.8;3.2;7000.0;None;1;0;0;1
51;KIAD;10.0;5;0;230;6000.0;>;19;C;CAT III;3.8;3.2;7000.0;None;1;0;0;1
51;KIAD;10.0;5;0;230;6000.0;>;19;R;CAT III;3.8;3.2;7000.0;None;1;0;0;1
52;KJFK;10.0;8;0;170;6000.0;>;22;L;CAT III;5.1;6.1;23000.0;None;1;0;0;0
52;KJFK;10.0;8;0;170;6000.0;>;22;R;CAT III;5.1;6.1;23000.0;None;1;0;0;0
55;KJFK;10.0;8;0;180;6000.0;>;22;L;CAT III;6.1;5.1;23000.0;None;1;0;0;0
55;KJFK;10.0;8;0;180;6000.0;>;22;R;CAT III;6.1;5.1;23000.0;None;1;0;0;0
56;KIAD;10.0;0;0;0;6000.0;>;1;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
56;KIAD;10.0;0;0;0;6000.0;>;1;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
56;KIAD;10.0;0;0;0;6000.0;>;1;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
57;KORD;10.0;6;0;270;6000.0;>;28;C;CAT III;5.9;1.0;-1.0;None;1;0;0;1
57;KORD;10.0;6;0;270;6000.0;>;27;C;CAT III;6.0;0.0;-1.0;None;1;0;0;1
57;KORD;10.0;6;0;270;6000.0;>;27;R;CAT III;6.0;0.0;-1.0;None;1;0;0;1
58;KATL;10.0;11;17;300;6000.0;>;26;R;No ILS;8.4;7.1;-1.0;None;0;0;0;1
58;KATL;10.0;11;17;300;6000.0;>;27;L;No ILS;9.5;5.5;-1.0;None;0;0;0;1
58;KATL;10.0;11;17;300;6000.0;>;28;X;No ILS;10.3;3.8;-1.0;None;0;0;0;1
59;KJFK;10.0;4;0;200;6000.0;>;22;L;CAT III;3.8;1.4;23000.0;None;1;0;0;0
59;KJFK;10.0;4;0;200;6000.0;>;22;R;CAT III;3.8;1.4;23000.0;None;1;0;0;0
60;KIAD;10.0;10;0;310;6000.0;>;1;R;CAT III;5.0;8.7;-1.0;None;1;0;0;1
60;KIAD;10.0;10;0;310;6000.0;>;1;C;CAT III;5.0;8.7;-1.0;None;1;0;0;1
60;KIAD;10.0;10;0;310;6000.0;>;1;L;CAT III;5.0;8.7;-1.0;None;1;0;0;1
62;KATL;10.0;11;0;300;6000.0;>;26;R;No ILS;8.4;7.1;-1.0;None;0;0;0;1
62;KATL;10.0;11;0;300;6000.0;>;27;L;No ILS;9.5;5.5;-1.0;None;0;0;0;1
62;KATL;10.0;11;0;300;6000.0;>;28;X;No ILS;10.3;3.8;-1.0;None;0;0;0;1
63;KORD;10.0;9;15;280;6000.0;>;28;C;CAT III;9.0;0.0;-1.0;None;1;0;0;1
63;KORD;10.0;9;15;280;6000.0;>;27;C;CAT III;8.9;1.6;-1.0;None;1;0;0;1
63;KORD;10.0;9;15;280;6000.0;>;27;R;CAT III;8.9;1.6;-1.0;None;1;0;0;1
65;KJFK;10.0;5;0;230;6000.0;>;22;L;CAT III;4.9;0.9;14000.0;None;1;0;0;0
65;KJFK;10.0;5;0;230;6000.0;>;22;R;CAT III;4.9;0.9;14000.0;None;1;0;0;0
66;KIAD;10.0;9;0;340;6000.0;>;1;R;CAT III;7.8;4.5;-1.0;None;1;0;0;1
66;KIAD;10.0;9;0;340;6000.0;>;1;C;CAT III;7.8;4.5;-1.0;None;1;0;0;1
66;KIAD;10.0;9;0;340;6000.0;>;1;L;CAT III;7.8;4.5;-1.0;None;1;0;0;1
69;KATL;10.0;14;19;270;6000.0;>;26;R;No ILS;13.8;2.4;-1.0;None;0;0;0;1
69;KATL;10.0;14;19;270;6000.0;>;27;L;No ILS;14.0;0.0;-1.0;None;0;0;0;1
69;KATL;10.0;14;19;270;6000.0;>;28;X;No ILS;13.8;2.4;-1.0;None;0;0;0;1
70;KORD;10.0;10;0;280;6000.0;>;28;C;CAT III;10.0;0.0;-1.0;None;1;0;0;1
70;KORD;10.0;10;0;280;6000.0;>;27;C;CAT III;9.8;1.7;-1.0;None;1;0;0;1
70;KORD;10.0;10;0;280;6000.0;>;27;R;CAT III;9.8;1.7;-1.0;None;1;0;0;1
71;KJFK;10.0;5;0;150;6000.0;>;22;L;CAT III;1.7;4.7;11000.0;None;1;0;0;0
71;KJFK;10.0;5;0;150;6000.0;>;22;R;CAT III;1.7;4.7;11000.0;None;1;0;0;0
73;KORD;10.0;8;0;250;6000.0;>;28;C;CAT III;6.9;4.0;-1.0;None;1;0;0;1
73;KORD;10.0;8;0;250;6000.0;>;27;C;CAT III;7.5;2.7;-1.0;None;1;0;0;1
73;KORD;10.0;8;0;250;6000.0;>;27;R;CAT III;7.5;2.7;-1.0;None;1;0;0;1
74;KATL;10.0;12;21;320;6000.0;>;26;R;No ILS;6.0;10.4;-1.0;None;0;0;0;1
74;KATL;10.0;12;21;320;6000.0;>;27;L;No ILS;7.7;9.2;-1.0;None;0;0;0;1
74;KATL;10.0;12;21;320;6000.0;>;28;X;No ILS;9.2;7.7;-1.0;None;0;0;0;1
75;KLAX;9.0;9;0;250;6000.0;>;24;L;CAT III;8.9;1.6;-1.0;None;1;1;1;1
75;KLAX;9.0;9;0;250;6000.0;>;25;L;CAT III;9.0;0.0;-1.0;None;1;1;1;1
76;KIAD;10.0;9;17;300;6000.0;>;1;C;CAT III;3.1;8.5;-1.0;None;1;0;0;1
77;KIAD;10.0;8;0;340;6000.0;>;1;R;CAT III;6.9;4.0;-1.0;None;1;0;0;1
77;KIAD;10.0;8;0;340;6000.0;>;1;C;CAT III;6.9;4.0;-1.0;None;1;0;0;1
77;KIAD;10.0;8;0;340;6000.0;>;1;L;CAT III;6.9;4.0;-1.0;None;1;0;0;1
78;KJFK;10.0;3;0;130;6000.0;>;22;L;CAT III;0.0;3.0;10000.0;None;1;0;0;0
78;KJFK;10.0;3;0;130;6000.0;>;22;R;CAT III;0.0;3.0;10000.0;None;1;0;0;0
80;KLAX;10.0;9;0;240;6000.0;>;24;R;CAT III;9.0;0.0;-1.0;None;1;1;1;1
80;KLAX;10.0;9;0;240;6000.0;>;25;L;CAT III;8.9;1.6;-1.0;None;1;1;1;1
81;KATL;10.0;13;0;320;6000.0;>;26;R;No ILS;6.5;11.3;-1.0;None;0;0;0;1
81;KATL;10.0;13;0;320;6000.0;>;27;L;No ILS;8.4;10.0;-1.0;None;0;0;0;1
81;KATL;10.0;13;0;320;6000.0;>;28;X;No ILS;10.0;8.4;-1.0;None;0;0;0;1
82;KORD;10.0;4;0;280;6000.0;>;28;C;CAT III;4.0;0.0;-1.0;None;1;0;0;1
82;KORD;10.0;4;0;280;6000.0;>;27;C;CAT III;3.9;0.7;-1.0;None;1;0;0;1
82;KORD;10.0;4;0;280;6000.0;>;27;R;CAT III;3.9;0.7;-1.0;None;1;0;0;1
83;KLAX;10.0;7;0;240;6000.0;>;24;R;CAT III;7.0;0.0;-1.0;None;1;1;1;1
83;KLAX;10.0;7;0;240;6000.0;>;25;L;CAT III;6.9;1.2;-1.0;None;1;1;1;1
84;KJFK;10.0;3;0;210;6000.0;>;22;L;CAT III;3.0;0.5;8000.0;None;1;0;0;0
84;KJFK;10.0;3;0;210;6000.0;>;22;R;CAT III;3.0;0.5;8000.0;None;1;0;0;0
85;KATL;10.0;6;0;280;6000.0;>;26;R;No ILS;5.6;2.1;-1.0;None;0;0;0;1
85;KATL;10.0;6;0;280;6000.0;>;27;L;No ILS;5.9;1.0;-1.0;None;0;0;0;1
85;KATL;10.0;6;0;280;6000.0;>;28;X;No ILS;6.0;0.0;-1.0;None;0;0;0;1
86;KORD;10.0;5;0;270;6000.0;>;28;C;CAT III;4.9;0.9;-1.0;None;1;0;0;1
86;KORD;10.0;5;0;270;6000.0;>;27;C;CAT III;5.0;0.0;-1.0;None;1;0;0;1
86;KORD;10.0;5;0;270;6000.0;>;27;R;CAT III;5.0;0.0;-1.0;None;1;0;0;1
88;KIAD;10.0;6;0;330;6000.0;>;1;R;CAT III;4.6;3.9;-1.0;None;1;0;0;1
88;KIAD;10.0;6;0;330;6000.0;>;1;C;CAT III;4.6;3.9;-1.0;None;1;0;0;1
88;KIAD;10.0;6;0;330;6000.0;>;1;L;CAT III;4.6;3.9;-1.0;None;1;0;0;1
89;KJFK;10.0;11;0;320;6000.0;>;22;L;CAT III;-1.9;10.8;-1.0;None;1;0;0;0
89;KJFK;10.0;11;0;320;6000.0;>;22;R;CAT III;-1.9;10.8;-1.0;None;1;0;0;0
90;KATL;10.0;5;0;270;6000.0;>;26;R;No ILS;4.9;0.9;-1.0;None;0;0;0;1
90;KATL;10.0;5;0;270;6000.0;>;27;L;No ILS;5.0;0.0;-1.0;None;0;0;0;1
90;KATL;10.0;5;0;270;6000.0;>;28;X;No ILS;4.9;0.9;-1.0;None;0;0;0;1
92;KLAX;10.0;5;0;240;6000.0;>;24;R;CAT III;5.0;0.0;-1.0;None;1;1;1;1
92;KLAX;10.0;5;0;240;6000.0;>;25;L;CAT III;4.9;0.9;-1.0;None;1;1;1;1
93;KIAD;10.0;0;0;0;6000.0;>;1;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
93;KIAD;10.0;0;0;0;6000.0;>;1;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
93;KIAD;10.0;0;0;0;6000.0;>;1;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
94;KORD;10.0;0;0;0;6000.0;>;10;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
94;KORD;10.0;0;0;0;6000.0;>;9;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
96;KLAX;10.0;3;0;240;6000.0;>;24;R;CAT III;3.0;0.0;-1.0;None;1;1;1;1
96;KLAX;10.0;3;0;240;6000.0;>;25;L;CAT III;3.0;0.5;-1.0;None;1;1;1;1
97;KATL;10.0;4;0;280;6000.0;>;26;R;No ILS;3.8;1.4;-1.0;None;0;0;0;1
97;KATL;10.0;4;0;280;6000.0;>;27;L;No ILS;3.9;0.7;-1.0;None;0;0;0;1
97;KATL;10.0;4;0;280;6000.0;>;28;X;No ILS;4.0;0.0;-1.0;None;0;0;0;1
98;KJFK;10.0;7;0;320;6000.0;>;31;R;CAT III;6.9;1.2;-1.0;None;1;0;0;1
98;KJFK;10.0;7;0;320;6000.0;>;31;L;CAT III;6.9;1.2;-1.0;None;1;0;0;1
99;KIAD;10.0;4;0;330;6000.0;>;1;R;CAT III;3.1;2.6;-1.0;None;1;0;0;1
99;KIAD;10.0;4;0;330;6000.0;>;1;C;CAT III;3.1;2.6;-1.0;None;1;0;0;1
99;KIAD;10.0;4;0;330;6000.0;>;1;L;CAT III;3.1;2.6;-1.0;None;1;0;0;1
100;KORD;10.0;3;0;230;6000.0;>;10;C;CAT III;-1.9;2.3;-1.0;None;1;0;0;1
100;KORD;10.0;3;0;230;6000.0;>;9;L;CAT III;-2.3;1.9;-1.0;None;1;0;0;1
101;KATL;10.0;5;0;290;6000.0;>;26;R;No ILS;4.3;2.5;-1.0;None;0;0;0;1
101;KATL;10.0;5;0;290;6000.0;>;27;L;No ILS;4.7;1.7;-1.0;None;0;0;0;1
101;KATL;10.0;5;0;290;6000.0;>;28;X;No ILS;4.9;0.9;-1.0;None;0;0;0;1
102;KJFK;10.0;7;0;280;6000.0;>;31;R;CAT III;6.1;3.5;-1.0;None;1;0;0;1
102;KJFK;10.0;7;0;280;6000.0;>;31;L;CAT III;6.1;3.5;-1.0;None;1;0;0;1
103;KLAX;10.0;3;0;150;6000.0;>;24;R;CAT III;0.0;3.0;-1.0;None;1;1;1;1
103;KLAX;10.0;3;0;150;6000.0;>;25;L;CAT III;-0.5;3.0;-1.0;None;1;1;1;1
104;KORD;10.0;5;0;170;6000.0;>;9;C;CAT III;0.9;4.9;-1.0;None;1;0;0;0
106;KIAD;10.0;5;0;340;6000.0;>;1;R;CAT III;4.3;2.5;-1.0;None;1;0;0;1
106;KIAD;10.0;5;0;340;6000.0;>;1;C;CAT III;4.3;2.5;-1.0;None;1;0;0;1
106;KIAD;10.0;5;0;340;6000.0;>;1;L;CAT III;4.3;2.5;-1.0;None;1;0;0;1
107;KATL;10.0;3;0;270;6000.0;>;26;R;No ILS;3.0;0.5;-1.0;None;0;0;0;1
107;KATL;10.0;3;0;270;6000.0;>;27;L;No ILS;3.0;0.0;-1.0;None;0;0;0;1
107;KATL;10.0;3;0;270;6000.0;>;28;X;No ILS;3.0;0.5;-1.0;None;0;0;0;1
108;KIAD;10.0;4;0;160;6000.0;>;1;C;CAT III;-3.5;2.0;-1.0;None;1;0;0;1
108;KIAD;10.0;4;0;160;6000.0;>;1;L;CAT III;-3.5;2.0;-1.0;None;1;0;0;1
109;KORD;10.0;0;0;0;6000.0;>;9;C;CAT III;0.0;0.0;-1.0;None;1;0;0;0
111;KLAX;10.0;4;0;100;6000.0;>;24;R;CAT III;-3.1;2.6;-1.0;None;1;1;1;1
111;KLAX;10.0;4;0;100;6000.0;>;25;L;CAT III;-3.5;2.0;-1.0;None;1;1;1;1
112;KJFK;10.0;6;0;260;6000.0;>;31;R;CAT III;3.9;4.6;-1.0;None;1;0;0;1
112;KJFK;10.0;6;0;260;6000.0;>;31;L;CAT III;3.9;4.6;-1.0;None;1;0;0;1
113;KLAX;10.0;0;0;0;6000.0;>;24;R;CAT III;0.0;0.0;-1.0;None;1;1;1;1
113;KLAX;10.0;0;0;0;6000.0;>;25;L;CAT III;0.0;0.0;-1.0;None;1;1;1;1
114;KATL;10.0;4;0;280;6000.0;>;26;R;No ILS;3.8;1.4;-1.0;None;0;0;0;1
116;KIAD;10.0;0;0;0;6000.0;>;1;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
116;KIAD;10.0;0;0;0;6000.0;>;1;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
117;KORD;10.0;0;0;0;6000.0;>;9;C;CAT III;0.0;0.0;-1.0;None;1;0;0;0
118;KJFK;10.0;7;0;290;6000.0;>;31;R;CAT III;6.6;2.4;-1.0;None;1;0;0;1
118;KJFK;10.0;7;0;290;6000.0;>;31;L;CAT III;6.6;2.4;-1.0;None;1;0;0;1
119;KIAD;10.0;0;0;0;6000.0;>;1;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
119;KIAD;10.0;0;0;0;6000.0;>;1;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
120;KATL;10.0;3;0;250;6000.0;>;26;R;No ILS;3.0;0.5;-1.0;None;0;0;0;1
121;KORD;10.0;0;0;0;6000.0;>;9;C;CAT III;0.0;0.0;20000.0;None;1;0;0;0
123;KJFK;10.0;12;0;310;6000.0;>;31;R;CAT III;12.0;0.0;-1.0;None;1;0;0;1
123;KJFK;10.0;12;0;310;6000.0;>;31;L;CAT III;12.0;0.0;-1.0;None;1;0;0;1
124;KLAX;10.0;0;0;0;6000.0;>;24;R;CAT III;0.0;0.0;-1.0;None;1;1;1;1
124;KLAX;10.0;0;0;0;6000.0;>;25;L;CAT III;0.0;0.0;-1.0;None;1;1;1;1
126;KJFK;10.0;10;0;290;6000.0;>;31;R;CAT III;9.4;3.4;-1.0;None;1;0;0;1
126;KJFK;10.0;10;0;290;6000.0;>;31;L;CAT III;9.4;3.4;-1.0;None;1;0;0;1
125;KIAD;10.0;0;0;0;6000.0;>;1;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
125;KIAD;10.0;0;0;0;6000.0;>;1;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
127;KLAX;10.0;5;0;130;6000.0;>;24;R;CAT III;-1.7;4.7;-1.0;None;1;1;1;1
127;KLAX;10.0;5;0;130;6000.0;>;25;L;CAT III;-2.5;4.3;-1.0;None;1;1;1;1
128;KATL;10.0;3;0;260;6000.0;>;26;R;No ILS;3.0;0.0;-1.0;None;0;0;0;1
130;KORD;10.0;0;0;0;6000.0;>;9;R;CAT III;0.0;0.0;10000.0;None;1;0;0;0
131;KLAX;1.0;7;0;100;1800.0;;24;R;CAT III;-5.4;4.5;100.0;FG;1;1;1;1
131;KLAX;1.0;7;0;100;1000.0;;25;L;CAT III;-6.1;3.5;100.0;FG;1;1;1;1
132;KORD;10.0;5;0;180;6000.0;>;9;C;CAT III;0.0;5.0;10000.0;None;1;0;0;0
133;KJFK;10.0;7;0;300;6000.0;>;31;R;CAT III;6.9;1.2;-1.0;None;1;0;0;1
133;KJFK;10.0;7;0;300;6000.0;>;31;L;CAT III;6.9;1.2;-1.0;None;1;0;0;1
135;KIAD;10.0;0;0;0;6000.0;>;1;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
135;KIAD;10.0;0;0;0;6000.0;>;1;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
136;KATL;10.0;6;0;310;6000.0;>;26;R;No ILS;3.9;4.6;-1.0;None;0;0;0;1
137;KIAD;10.0;4;0;10;6000.0;>;1;C;CAT III;4.0;0.0;-1.0;None;1;0;0;1
137;KIAD;10.0;4;0;10;6000.0;>;1;L;CAT III;4.0;0.0;-1.0;None;1;0;0;1
138;KATL;10.0;6;0;310;6000.0;>;26;R;No ILS;3.9;4.6;-1.0;None;0;0;0;1
139;KLAX;1.0;5;0;80;1600.0;;25;L;CAT III;-4.9;0.9;100.0;FG;1;1;1;0
140;KORD;10.0;4;0;180;6000.0;>;9;C;CAT III;0.0;4.0;9000.0;None;1;0;0;0
